window_pos,normalized_RF
4730_4830,0.9318181818181818
5430_5530,0.9545454545454546
1980_2080,0.9545454545454546
2120_2220,0.9545454545454546
2400_2500,0.9318181818181818
5200_5300,0.9318181818181818
4080_4180,0.9545454545454546
4500_4600,0.9545454545454546
540_640,0.8863636363636364
960_1060,0.9090909090909091
3570_3670,0.9545454545454546
4270_4370,0.9545454545454546
1750_1850,0.9545454545454546
1150_1250,0.9090909090909091
730_830,0.9090909090909091
170_270,0.9090909090909091
4740_4840,0.9318181818181818
5440_5540,0.9545454545454546
2410_2510,0.9318181818181818
2130_2230,0.9545454545454546
1990_2090,0.9318181818181818
550_650,0.8863636363636364
4510_4610,0.9545454545454546
970_1070,0.8863636363636364
4090_4190,0.9545454545454546
5210_5310,0.9318181818181818
1760_1860,0.9545454545454546
1160_1260,0.9090909090909091
740_840,0.9090909090909091
3580_3680,0.9545454545454546
180_280,0.9090909090909091
4280_4380,0.9545454545454546
2560_2660,0.9545454545454546
3770_3870,0.9772727272727273
1350_1450,0.9545454545454546
2140_2240,0.9545454545454546
4890_4990,0.9318181818181818
3820_3920,0.9545454545454546
230_330,0.9318181818181818
3030_3130,0.9545454545454546
3590_3690,0.9545454545454546
5360_5460,0.9545454545454546
2800_2900,0.9545454545454546
1910_2010,0.9318181818181818
2330_2430,0.9318181818181818
840_940,0.9318181818181818
1260_1360,0.9545454545454546
790_890,0.9318181818181818
470_570,0.9545454545454546
3490_3590,0.9545454545454546
4330_4430,0.9545454545454546
5220_5320,0.9318181818181818
2280_2380,0.9545454545454546
2470_2570,0.9318181818181818
90_190,0.9090909090909091
560_660,0.8863636363636364
1770_1870,0.9545454545454546
2890_2990,0.9090909090909091
3450_3550,0.9318181818181818
2660_2760,0.9090909090909091
2190_2290,0.9545454545454546
4150_4250,0.9318181818181818
750_850,0.9318181818181818
330_430,0.9318181818181818
610_710,0.9318181818181818
4990_5090,0.9318181818181818
5270_5370,0.9545454545454546
4340_4440,0.9318181818181818
3500_3600,0.9545454545454546
2290_2390,0.9545454545454546
100_200,0.9318181818181818
2200_2300,0.9545454545454546
800_900,0.9318181818181818
2900_3000,0.9090909090909091
2480_2580,0.9318181818181818
1780_1880,0.9545454545454546
570_670,0.8863636363636364
5230_5330,0.9545454545454546
5280_5380,0.9545454545454546
620_720,0.9318181818181818
760_860,0.9318181818181818
2670_2770,0.9090909090909091
3460_3560,0.9545454545454546
4160_4260,0.9318181818181818
5000_5100,0.9318181818181818
340_440,0.9318181818181818
110_210,0.9318181818181818
3510_3610,0.9545454545454546
4350_4450,0.9318181818181818
2300_2400,0.9318181818181818
2490_2590,0.9318181818181818
810_910,0.9318181818181818
580_680,0.8863636363636364
5240_5340,0.9545454545454546
1790_1890,0.9318181818181818
2210_2310,0.9545454545454546
2910_3010,0.9090909090909091
5290_5390,0.9545454545454546
2680_2780,0.9090909090909091
350_450,0.9318181818181818
3470_3570,0.9545454545454546
4170_4270,0.9318181818181818
770_870,0.9090909090909091
5010_5110,0.9545454545454546
4360_4460,0.9545454545454546
3520_3620,0.9545454545454546
630_730,0.9090909090909091
2310_2410,0.9545454545454546
820_920,0.9090909090909091
2500_2600,0.9318181818181818
120_220,0.9318181818181818
5250_5350,0.9545454545454546
2920_3020,0.9090909090909091
1800_1900,0.9545454545454546
590_690,0.9318181818181818
3480_3580,0.9545454545454546
2690_2790,0.9090909090909091
2220_2320,0.9545454545454546
780_880,0.9318181818181818
5020_5120,0.9545454545454546
4180_4280,0.9090909090909091
360_460,0.9318181818181818
5300_5400,0.9545454545454546
4370_4470,0.9090909090909091
640_740,0.9318181818181818
2320_2420,0.9318181818181818
3530_3630,0.9545454545454546
130_230,0.9318181818181818
830_930,0.9090909090909091
5260_5360,0.9545454545454546
2510_2610,0.9318181818181818
1810_1910,0.9545454545454546
600_700,0.9318181818181818
2930_3030,0.9090909090909091
2230_2330,0.9545454545454546
2700_2800,0.9318181818181818
5450_5550,0.9318181818181818
3120_3220,0.9318181818181818
2420_2520,0.9318181818181818
1630_1730,0.9318181818181818
3630_3730,0.9545454545454546
2610_2710,0.9545454545454546
4100_4200,0.9545454545454546
1170_1270,0.9318181818181818
4570_4670,0.9545454545454546
5460_5560,0.9318181818181818
1590_1690,0.9545454545454546
3640_3740,0.9545454545454546
2430_2530,0.9318181818181818
1640_1740,0.9318181818181818
2710_2810,0.9318181818181818
2620_2720,0.9545454545454546
3130_3230,0.9318181818181818
4110_4210,0.9772727272727273
4300_4400,0.9545454545454546
1180_1280,0.9090909090909091
1600_1700,0.9545454545454546
4580_4680,0.9545454545454546
3280_3380,0.9772727272727273
2720_2820,0.9318181818181818
5470_5570,0.9090909090909091
1650_1750,0.9090909090909091
3650_3750,0.9545454545454546
3140_3240,0.9318181818181818
2440_2540,0.9318181818181818
2630_2730,0.9318181818181818
4540_4640,0.9545454545454546
1860_1960,0.9772727272727273
5310_5410,0.9545454545454546
3000_3100,0.9545454545454546
2980_3080,0.9545454545454546
4610_4710,0.9545454545454546
5050_5150,0.9318181818181818
5030_5130,0.9318181818181818
1490_1590,0.9090909090909091
650_750,0.9090909090909091
4190_4290,0.9318181818181818
3400_3500,0.9545454545454546
3780_3880,0.9772727272727273
2000_2100,0.9545454545454546
1070_1170,0.9318181818181818
3800_3900,0.9090909090909091
3910_4010,0.9545454545454546
2550_2650,0.9545454545454546
2750_2850,0.9318181818181818
4660_4760,0.9090909090909091
4380_4480,0.9545454545454546
3960_4060,0.9545454545454546
3680_3780,0.9772727272727273
2050_2150,0.9545454545454546
5080_5180,0.9318181818181818
980_1080,0.9090909090909091
4010_4110,0.9545454545454546
3360_3460,0.9545454545454546
2940_3040,0.9090909090909091
3730_3830,0.9772727272727273
4430_4530,0.9318181818181818
1820_1920,0.9545454545454546
50_150,0.9318181818181818
890_990,0.9318181818181818
5160_5260,0.9090909090909091
1870_1970,0.9772727272727273
4620_4720,0.9090909090909091
5320_5420,0.9545454545454546
1080_1180,0.9318181818181818
4200_4300,0.9090909090909091
1500_1600,0.9090909090909091
2990_3090,0.9545454545454546
3920_4020,0.9545454545454546
2010_2110,0.9545454545454546
4900_5000,0.9318181818181818
2150_2250,0.9545454545454546
1340_1440,0.9545454545454546
1700_1800,0.9090909090909091
2180_2280,0.9545454545454546
3970_4070,0.9545454545454546
3410_3510,0.9318181818181818
4670_4770,0.8863636363636364
4390_4490,0.9318181818181818
2760_2860,0.9318181818181818
3690_3790,0.9772727272727273
2060_2160,0.9545454545454546
990_1090,0.9090909090909091
5090_5190,0.9318181818181818
3040_3140,0.9545454545454546
850_950,0.9318181818181818
1920_2020,0.9545454545454546
1830_1930,0.9545454545454546
4020_4120,0.9545454545454546
2950_3050,0.9090909090909091
3370_3470,0.9545454545454546
4440_4540,0.9318181818181818
3740_3840,0.9772727272727273
480_580,0.9318181818181818
60_160,0.9318181818181818
3060_3160,0.9545454545454546
3600_3700,0.9545454545454546
4210_4310,0.9318181818181818
900_1000,0.9318181818181818
5330_5430,0.9545454545454546
870_970,0.9318181818181818
1880_1980,0.9772727272727273
1090_1190,0.9318181818181818
4630_4730,0.9318181818181818
3930_4030,0.9318181818181818
1510_1610,0.9318181818181818
2020_2120,0.9545454545454546
4910_5010,0.9090909090909091
2160_2260,0.9545454545454546
3790_3890,0.9090909090909091
3670_3770,0.9545454545454546
3150_3250,0.9318181818181818
3230_3330,0.9772727272727273
2530_2630,0.9545454545454546
5140_5240,0.9090909090909091
3250_3350,0.9772727272727273
3980_4080,0.9545454545454546
1330_1430,0.9545454545454546
2770_2870,0.9318181818181818
4680_4780,0.9090909090909091
3420_3520,0.9545454545454546
1000_1100,0.9090909090909091
5100_5200,0.9318181818181818
4400_4500,0.9090909090909091
3700_3800,0.9772727272727273
2070_2170,0.9545454545454546
1930_2030,0.9545454545454546
300_400,0.9318181818181818
3050_3150,0.9545454545454546
860_960,0.9318181818181818
3380_3480,0.9545454545454546
1840_1940,0.9545454545454546
4030_4130,0.9545454545454546
2960_3060,0.9090909090909091
3750_3850,0.9772727272727273
4450_4550,0.9318181818181818
3610_3710,0.9545454545454546
1610_1710,0.9318181818181818
910_1010,0.9318181818181818
4560_4660,0.9318181818181818
70_170,0.9545454545454546
490_590,0.9318181818181818
3010_3110,0.9545454545454546
4640_4740,0.9545454545454546
4220_4320,0.9090909090909091
1520_1620,0.9318181818181818
5340_5440,0.9545454545454546
1890_1990,0.9545454545454546
1100_1200,0.9318181818181818
2030_2130,0.9545454545454546
3940_4040,0.9545454545454546
3290_3390,0.9772727272727273
1660_1760,0.9090909090909091
3660_3760,0.9545454545454546
3430_3530,0.9545454545454546
1950_2050,0.9545454545454546
4920_5020,0.9090909090909091
2170_2270,0.9545454545454546
4410_4510,0.9318181818181818
5110_5210,0.9318181818181818
3990_4090,0.9545454545454546
4690_4790,0.9318181818181818
3710_3810,0.9772727272727273
2780_2880,0.9318181818181818
2080_2180,0.9545454545454546
1010_1110,0.9318181818181818
2640_2740,0.9090909090909091
4550_4650,0.9545454545454546
310_410,0.9318181818181818
1940_2040,0.9545454545454546
3760_3860,0.9772727272727273
2820_2920,0.9545454545454546
1850_1950,0.9772727272727273
4040_4140,0.9772727272727273
2970_3070,0.9090909090909091
4460_4560,0.9090909090909091
3390_3490,0.9545454545454546
1620_1720,0.9318181818181818
500_600,0.9090909090909091
80_180,0.9318181818181818
3620_3720,0.9318181818181818
3950_4050,0.9545454545454546
4650_4750,0.9318181818181818
2040_2140,0.9545454545454546
920_1020,0.9318181818181818
5350_5450,0.9545454545454546
4230_4330,0.9318181818181818
1110_1210,0.9318181818181818
1900_2000,0.9545454545454546
3020_3120,0.9545454545454546
3300_3400,0.9772727272727273
1530_1630,0.9318181818181818
3160_3260,0.9318181818181818
1670_1770,0.9090909090909091
3810_3910,0.9545454545454546
4000_4100,0.9545454545454546
4930_5030,0.9090909090909091
2090_2190,0.9545454545454546
2650_2750,0.9090909090909091
4700_4800,0.9318181818181818
5120_5220,0.9318181818181818
320_420,0.9318181818181818
3440_3540,0.9545454545454546
2790_2890,0.9318181818181818
3720_3820,0.9772727272727273
1020_1120,0.9318181818181818
4420_4520,0.9318181818181818
3070_3170,0.9318181818181818
880_980,0.9318181818181818
370_470,0.9318181818181818
4800_4900,0.9318181818181818
1210_1310,0.9090909090909091
3310_3410,0.9772727272727273
5500_5600,0.9545454545454546
3170_3270,0.9318181818181818
1680_1780,0.9090909090909091
420_520,0.9090909090909091
4850_4950,0.9545454545454546
1400_1500,0.9545454545454546
1030_1130,0.9318181818181818
2240_2340,0.9545454545454546
1450_1550,0.9090909090909091
190_290,0.9318181818181818
3870_3970,0.9318181818181818
3220_3320,0.9772727272727273
2520_2620,0.9318181818181818
1310_1410,0.9545454545454546
5130_5230,0.9318181818181818
5040_5140,0.9545454545454546
1220_1320,0.9318181818181818
380_480,0.9318181818181818
1360_1460,0.9545454545454546
2570_2670,0.9772727272727273
240_340,0.9090909090909091
660_760,0.9090909090909091
3320_3420,0.9772727272727273
3180_3280,0.9318181818181818
430_530,0.9090909090909091
4810_4910,0.9318181818181818
5510_5601,0.9545454545454546
3830_3930,0.9545454545454546
5370_5470,0.9545454545454546
1410_1510,0.9318181818181818
2340_2440,0.9318181818181818
4860_4960,0.9545454545454546
1690_1790,0.9090909090909091
1270_1370,0.9545454545454546
3880_3980,0.9318181818181818
2810_2910,0.9545454545454546
4600_4700,0.9545454545454546
1040_1140,0.9318181818181818
200_300,0.9318181818181818
1460_1560,0.9090909090909091
1320_1420,0.9545454545454546
2250_2350,0.9545454545454546
5380_5480,0.9318181818181818
5400_5500,0.9318181818181818
1230_1330,0.9318181818181818
3240_3340,0.9772727272727273
4310_4410,0.9545454545454546
5150_5250,0.9318181818181818
4870_4970,0.9545454545454546
670_770,0.9090909090909091
3890_3990,0.9772727272727273
4590_4690,0.9318181818181818
2540_2640,0.9545454545454546
1470_1570,0.9318181818181818
2260_2360,0.9545454545454546
210_310,0.9318181818181818
1190_1290,0.9318181818181818
1050_1150,0.9318181818181818
3190_3290,0.9545454545454546
3330_3430,0.9772727272727273
2450_2550,0.9318181818181818
1240_1340,0.9545454545454546
5480_5580,0.9090909090909091
1380_1480,0.9545454545454546
680_780,0.9090909090909091
400_500,0.9090909090909091
2590_2690,0.9772727272727273
2730_2830,0.9318181818181818
4130_4230,0.9772727272727273
3850_3950,0.9318181818181818
5060_5160,0.9545454545454546
260_360,0.9318181818181818
3340_3440,0.9772727272727273
1430_1530,0.9318181818181818
5390_5490,0.9318181818181818
3200_3300,0.9090909090909091
4830_4930,0.9090909090909091
1290_1390,0.9545454545454546
450_550,0.9090909090909091
2360_2460,0.9318181818181818
2600_2700,0.9772727272727273
270_370,0.9318181818181818
3900_4000,0.9772727272727273
3840_3940,0.9318181818181818
4320_4420,0.9545454545454546
4880_4980,0.9318181818181818
1480_1580,0.9090909090909091
220_320,0.9318181818181818
1200_1300,0.9318181818181818
2270_2370,0.9545454545454546
1060_1160,0.9318181818181818
2830_2930,0.9545454545454546
1710_1810,0.9090909090909091
440_540,0.9318181818181818
5490_5590,0.9545454545454546
1280_1380,0.9545454545454546
1420_1520,0.9318181818181818
690_790,0.9090909090909091
410_510,0.9090909090909091
1250_1350,0.9545454545454546
1390_1490,0.9545454545454546
3350_3450,0.9772727272727273
2460_2560,0.9318181818181818
3860_3960,0.9318181818181818
4140_4240,0.9772727272727273
1440_1540,0.9090909090909091
460_560,0.9318181818181818
3210_3310,0.9545454545454546
4840_4940,0.9318181818181818
2370_2470,0.9318181818181818
2350_2450,0.9318181818181818
250_350,0.9090909090909091
1370_1470,0.9545454545454546
1300_1400,0.9545454545454546
390_490,0.9090909090909091
2580_2680,0.9772727272727273
4120_4220,0.9772727272727273
4820_4920,0.9318181818181818
2740_2840,0.9318181818181818
5070_5170,0.9318181818181818
